A00001,香港聯合交易所期權結算所有限公司
B01500,申新證券有限公司
B01501,金旭證券有限公司
B01502,NEW UNIVERSE SECURITIES (HK) LTD
B01503,GOLD CENTRE INVESTMENT CO
B01504,J.P. MORGAN SECURITIES HONG KONG LTD
B01505,上銀證券有限公司
B01506,BEAR STEARNS ASIA LTD
B01507,CHENG YAM ON SECURITIES LTD
B01508,西證(香港)證券經紀有限公司
B01509,益群證券有限公司
B01510,東英亞洲證券有限公司
B01511,達利證券有限公司
B01512,CLOVER SECURITIES CO LTD (IN MEMBERS'
B01513,CONCORD SECURITIES CO LTD
B01514,高信證券有限公司
B01515,KOKUSAI SECURITIES (HONG KONG) LTD
B01516,SHANGHAI SHENYIN SECURITIES (H. K.) LTD
B01517,WEI XIN SECURITIES LTD
B01518,GINY SECURITIES CO
B01519,豐年証券投資有限公司
B01520,立生證券有限公司
B01521,陳岳明證券有限公司
B01522,CHUANGS & CO LTD
B01523,長雄證券有限公司
B01524,金山投資(香港)有限公司
B01525,祺昌證券有限公司
B01526,韶輝證券有限公司
B01527,溢勝證券亞洲有限公司
B01528,東美證券有限公司
B01529,HK KOWLOON FIRST SECURITIES CO LTD
B01530,富澤證券有限公司
B01531,劉氏証券有限公司
B01532,萬隆行證券有限公司
B01534,POWER RANGE SECURITIES CO LTD
B01535,詠誼證券投資有限公司
B01537,AMSTEEL SECURITIES (H.K.) LTD
B01538,萬基證券有限公司
B01539,FORDJOY SECURITIES LTD
B01540,美建證券有限公司
B01541,BRILLIANT SECURITIES LTD
B01542,GRAND ONWARD SECURITIES LTD
B01543,廣發行証券有限公司
B01544,IPO SECURITIES LTD
B01545,東盛證券(經紀)有限公司
B01546,和豐證券有限公司
B01547,國興証券有限公司
B01548,LEE WAI SECURITIES LTD
B01549,PROSPEROUS SECURITIES LTD
B01550,豐樂證券有限公司
B01551,越秀証券有限公司
B01552,嘉利證券投資有限公司
B01553,GRAND SECURITIES CO LTD
B01554,MACQUARIE EQUITIES (ASIA) LTD
B01555,ABN AMRO CLEARING HONG KONG LTD
B01556,六福證券(香港)有限公司
B01557,CHU CHUNG TIN SECURITIES LTD
B01558,金豐證券有限公司
B01559,興利証券有限公司
B01562,C.A. INTERNATIONAL SECURITIES LTD
B01563,華融國際證券有限公司
B01564,農銀國際證券有限公司
B01565,國泰君安證券(香港)有限公司
B01566,新同得有限公司
B01567,發利證券有限公司
B01568,順隆證券行有限公司
B01569,太平行證券有限公司
B01570,金匯證券有限公司
B01571,加福證券有限公司
B01572,ALEXANDRA STOCK CO LTD
B01573,TIM PO SECURITIES CO LTD
B01574,匯達証券有限公司
B01575,恒富證券有限公司
B01576,兆安證券有限公司
B01577,怡發證券有限公司
B01579,德盛證券有限公司
B01580,萬贏證券有限公司
B01581,滙富金融服務有限公司
B01582,晉安証券有限公司
B01583,RESIDENTS SECURITIES LTD
B01584,致富證券有限公司
B01585,華誠證券有限公司
B01586,鴻運証券有限公司
B01587,T.Z. & W.Y. CHEUNG STOCKS LTD
B01588,利星行證券有限公司
B01589,OUB SECURITIES (H.K.) LTD
B01590,盈透證券香港有限公司
B01591,BRIGHTON SECURITIES (HONG KONG) LTD
B01592,百德能經紀有限公司
B01593,DAI-ICHI SECURITIES PACIFIC LTD
B01594,HOENIG (FAR EAST) LTD
B01595,HUNG BROTHERS LTD
B01596,LG SECURITIES (H.K.) LTD
B01597,時代證券有限公司
B01598,AMMB SECURITIES (H.K.) LTD
B01599,POLARIS SECURITIES (HONG KONG) LTD
B01600,康州證券有限公司
B01601,群益證券(香港)有限公司
B01602,FORLUXE SECURITIES LTD
B01603,KOFFMAN SECURITIES LTD
B01604,前海證券有限公司
B01605,ESSENCE INTERNATIONAL FINANCIAL HOLDINGS
B01606,穎翔證券有限公司
B01607,興業金融證券有限公司
B01608,康和証券(香港)有限公司
B01609,惠興証券有限公司
B01610,凱基證券(香港)有限公司
B01611,CAPITAL FRIEND SECURITIES LTD
B01612,CU SECURITIES LTD
B01613,GOLDEN LIGHT SECURITIES LTD
B01614,中港金融資產管理有限公司
B01615,金輝証券有限公司
B01616,PACIFIC PEARL SECURITIES LTD
B01618,MAN WO INVESTMENT CO LTD
B01619,東匯證券有限公司
B01620,萬利企業(投資)有限公司
B01621,TOWN HANG SECURITIES CO LTD
B01622,CHARK FUNG SECURITIES CO LTD
B01623,崑泰證券(金銀)有限公司
B01624,中衛投資有限公司
B01625,美高證券有限公司
B01626,ONG ASIA SECURITIES (HK) LTD
B01627,中國新金融證券有限公司
B01628,GREAT HONOUR SECURITIES LTD
B01629,WALCO SECURITIES LTD
B01630,安里證券有限公司
B01631,匯凱證券有限公司
B01632,威發證券有限公司
B01633,名匯證券有限公司
B01634,LLOYD SECURITIES CO LTD
B01635,TAI WAH SECURITIES LTD
B01636,東信證券有限公司
B01637,COMPASS SECURITIES LTD
B01638,金力証券有限公司
B01640,北京證券有限公司
B01641,富盛證券有限公司
B01642,飛達證券有限公司
B01643,黎寶鴻證券有限公司
B01644,Y. F. CHAN SECURITIES LTD
B01645,永高證券有限公司
B01646,大寧證券有限公司
B01647,致富證券投資有限公司
B01648,亞洲太平証券有限公司
B01649,信達國際證券有限公司
B01650,金鑾證券有限公司
B01651,明漢證券有限公司
B01652,TIS SECURITIES (HK) LTD
B01653,偉民股票買賣有限公司
B01654,中國國際金融香港證券有限公司
B01655,SANTANDER INVESTMENT SECURITIES (HK) LTD
B01656,DASHIN SECURITIES LTD
B01657,日盛嘉富證券國際有限公司
B01658,DRAKE & MORGAN LTD
B01659,滿好證券有限公司
B01660,鼎成證券有限公司
B01661,凱敏證券有限公司
B01662,包大衛証券投資有限公司
B01663,DONALDSON, LUFKIN & JENRETTE ASIA
B01664,路華證券有限公司
B01665,永勝證券有限公司
B01666,中國銀盛證券有限公司
B01667,WIN SUCCESSFUL SECURITIES LTD
B01668,耀才證券國際(香港)有限公司
B01669,第一證券(香港)有限公司
B01670,興盛香港證券有限公司
B01671,利達時證券有限公司
B01672,環球證券有限公司
B01673,富昌證券有限公司
B01674,麥盛證券有限公司
B01675,T. W. SABNANI SECURITIES LTD
B01676,大盛証券投資有限公司
B01677,復耀證券有限公司
B01678,佳隆證券有限公司
B01679,大豐證券有限公司
B01680,實德證券有限公司
B01681,BOCOM INTERNATIONAL HOLDINGS CO LTD
B01682,RAMON INVESTMENT CO
B01683,DBS TD WATERHOUSE SECURITIES (HONG KONG)
B01684,永安證券有限公司
B01685,大唐投資(證券)有限公司
B01686,第一上海證券有限公司
B01687,CHARLES SCHWAB HONG KONG SECURITIES LTD
B01688,CHUN HUNG SECURITIES LTD
B01689,EUREKA SECURITIES LTD
B01690,FIRST SIGN SECURITIES LTD
B01691,耀竣金融有限公司
B01692,SMBC NIKKO SECURITIES (HONG KONG) LTD
B01693,UOB KAY HIAN OVERSEAS LTD
B01694,君陽證券有限公司
B01695,大新證券有限公司
B01696,亨達証券有限公司
B01697,KINGSWAY E-SERVICES LTD
B01698,LUEN SING SECURITIES LTD
B01699,元富證券(香港)有限公司
B01700,滙信理財有限公司
B01701,SHUI CHEUNG SECURITIES LTD
B01702,貝格隆証券有限公司
B01703,CROWN RICH SECURITIES (H.K.) LTD
B01704,匯通永利亞洲有限公司
B01705,恒億證券有限公司
B01706,文漢揚証券有限公司
B01707,PAK LEE STOCK CO LTD
B01708,羅沙證券有限公司
B01709,RPS INVESTMENT LTD
B01710,富泰中順證券期貨有限公司
B01711,UNI-ALPHA SECURITIES LTD
B01712,華生證券有限公司
B01713,TRUSTFUL SECURITIES LTD
B01714,聯合證券有限公司
B01715,統一證券(香港)有限公司
B01716,東方匯財證券有限公司
B01717,高銀(證券)有限公司
B01718,WILLIAMS SECURITIES LTD
B01719,LING SECURITIES LTD
B01720,江陸證券有限公司
B01721,華南永昌證券(香港)有限公司
B01722,卓越證券有限公司
B01723,KAM BO SECURITIES CO LTD
B01724,偉文証券有限公司
B01725,高富金融有限公司
B01726,中和證券國際有限公司
B01727,工銀亞洲証券有限公司
B01728,恆亞証券有限公司
B01729,中楷證券有限公司
B01730,建行證券有限公司
B01731,信亨証券有限公司
B01732,盈泰證券有限公司
B01733,大華證券(香港)有限公司
B01734,寶通證券亞洲有限公司
B01735,SUPERFUND FINANCIAL (HONG KONG) LTD
B01736,TIFFIT SECURITIES (HONG KONG) LTD
B01737,DAIWA CAPITAL MARKETS TRADING HONG KONG
B01738,東航國際金融(香港)有限公司
B01739,眾利股票有限公司
B01740,寶盛金融服務有限公司
B01741,佳富達證券有限公司
B01742,WORLDTOP SECURITIES LTD
B01743,世博證券有限公司
B01744,YICK FUNG SECURITIES & INVESTMENT CO LTD
B01745,漢華證券有限公司
B01746,投資科技集團香港有限公司
B01747,廈信證券(香港)有限公司
B01748,聯勝網上證券有限公司
B01749,騰記證券有限公司
B01750,POLARIS CAPITAL (ASIA) LTD
B01751,宏昌証券有限公司
B01752,海生證券有限公司
B01753,富強證券有限公司
B01754,首華證券有限公司
B01755,匯澤證券有限公司
B01756,中天證券有限公司
B01757,WING TAK SECURITIES LTD
B01758,日亞證券有限公司
B01759,永聯財富管理有限公司
B01760,FUHWA SECURITIES (HONG KONG) CO LTD
B01761,高氏兄弟証券有限公司
B01762,星展唯高達香港有限公司
B01763,1SPREAD BROKERAGE LTD
B01764,DBS VICKERS SECURITIES ONLINE (HK) LTD
B01765,昌盛證券有限公司
B01766,MUSHK LTD
B01767,新基立證券有限公司
B01768,榮通證券有限公司
B01769,一中證券有限公司
B01770,東海東京證券(亞洲)有限公司
B01771,恒明珠證券有限公司
B01772,亨達國際金融集團有限公司
B01773,東洋証券亞洲有限公司
B01774,建達(香港)資本市場有限公司
B01775,蘇皇證券亞洲有限公司
B01776,亞投證券有限公司
B01777,大和資本市場香港有限公司
B01778,UNITED WORLD ONLINE LTD
B01779,李氏證券有限公司
B01780,同信證券有限公司
B01781,BARCLAYS CAPITAL ASIA LTD
B01782,恒昇證券有限公司
B01783,中發証券有限公司
B01784,富業證券投資有限公司
B01785,博大證券有限公司
B01786,高勤証券有限公司
B01787,蘇佩瓚證券有限公司
B01788,齊榮證券有限公司
B01789,浩豐證券投資有限公司
B01790,葉阮琼惠有限公司
B01791,美聯證券有限公司
B01792,香港宏僑投資有限公司
B01793,大亞證券有限公司
B01794,通陸證券有限公司
B01795,RAFFAELLO SECURITIES (HK) LTD
B01796,SOO PEI SHAO & CO LTD
B01797,世灝證券有限公司
B01798,詠明證券有限公司
B01799,萬光證券有限公司
B01800,陽光資本證券有限公司
B01801,建豐証券有限公司
B01802,泓福證券有限公司
B01803,致力證券有限公司
B01805,SALISBURY SECURITIES LTD
B01806,福財證券及期貨有限公司
B01807,NEWEDGE BROKER LTD
B01808,SHINKO SECURITIES (H.K.) LTD
B01809,華信證券有限公司
B01810,阿仕特朗資本管理有限公司
B01811,3V CAPITAL LTD
B01812,MF GLOBAL SECURITIES HK LTD
B01813,建銀國際證券有限公司
B01814,立橋證券有限公司
B01815,T & F EQUITIES LTD
B01816,昌利證券有限公司
B01817,EXECUTION NOBLE (HONG KONG) LTD
B01818,一通投資者有限公司
B01819,雙龍證券有限公司
B01820,CMB INTERNATIONAL CAPITAL CORPORATION
B01821,中金三甲證券有限公司
B01823,英高證券有限公司
B01824,極訊亞太有限公司
B01825,國元証券經紀(香港)有限公司
B01826,廣發証券(香港)經紀有限公司
B01827,IBTS ASIA (HK) LTD
B01828,IMC ASIA PACIFIC LTD
B01829,華泰金融控股(香港)有限公司
B01830,未來資產財富管理(香港)有限公司
B01831,灝天環球投資有限公司
B01832,瑞穗證券亞洲有限公司
B01833,中國信託綜合證券(香港)有限公司
B01834,ECLIPSE OPTIONS (HK) LTD
B01835,STANDARD SECURITIES ASIA LTD
B01836,TIBRA TRADING HONG KONG LTD
B01837,ETRADE SECURITIES (HONG KONG) LTD
B01838,SHENYIN WANGUO ONLINE BROKER (H.K.) LTD
B01839,RABO BROKERAGE HK LTD
B01840,LIQUIDNET ASIA LTD
B01841,LA (GLOBAL) SINOMIX SECURITIES LTD
B01842,交銀國際證券有限公司
B01843,電訊數碼證券有限公司
B01844,NATIXIS ASIA LTD
B01845,MF GLOBAL HONG KONG LTD
B01846,TISCO GLOBAL SECURITIES LTD
B01848,國泰證券(香港)有限公司
B01849,康宏証券投資服務有限公司
B01850,HAI TONG SECURITIES (HK) BROKERAGE LTD
B01851,富明證券有限公司
B01852,民眾證券有限公司
B01853,天順證券投資有限公司
B01854,MAINFIRST SECURITIES HONG KONG LTD
B01855,匯金(證券)有限公司
B01856,財華證券有限公司
B01857,南洋證券有限公司
B01858,元大證券(香港)有限公司
B01859,創僑證券有限公司
B01860,昆侖國際證券(香港)有限公司
B01861,CHI CAPITAL SECURITIES LTD
B01862,ORIENTAL WEALTH SECURITIES LTD
B01863,融德證券有限公司
B01866,工銀國際證券有限公司
B01867,STARLING GROUP SECURITIES LTD
B01868,集美證券有限公司
B01869,匯心金融有限公司
B01870,TOTAL SECURITIES (HK) LTD
B01871,NEWEDGE FINANCIAL HONG KONG LTD
B01874,BTIG HONG KONG LTD
B01875,國都證券(香港)有限公司
B01876,WATERLAND SECURITIES (HK) CO LTD
B01880,國富達投資有限公司
B01882,中國平安証券(香港)有限公司
B01883,華晉證券資產管理有限公司
B01884,香港證券(國際)有限公司
B01885,東方財富國際證券有限公司
B01886,中國北方證券集團有限公司
B01887,永鋒證券有限公司
B01890,國信證券(香港)經紀有限公司
B01891,金道投資(香港)有限公司
B01893,匯濤證券有限公司
B01894,峰滙金融集團有限公司
B01895,萬兆豐國際證券有限公司
B01897,中達證券投資有限公司
B01899,SANSTON FINANCIAL GROUP LTD
B01900,東方證券(香港)有限公司
B01901,招銀國際證券有限公司
B01903,比富達證券(香港)有限公司
B01904,華盛資本証券有限公司
B01905,安信國際證券(香港)有限公司
B01906,太陽國際証券有限公司
B01907,國農證券有限公司
B01908,富國證券有限公司
B01909,盛源證券有限公司
B01910,太豐証券有限公司
B01911,MUFG SECURITIES ASIA LTD
B01912,君盈證券有限公司
B01913,CHINAWIDE SECURITIES LTD
B01914,富瑞金融集團香港有限公司
B01915,玖富證券有限公司
B01916,AMBITION SECURITIES CO. LTD
B01917,中辰證券有限公司
B01918,偉祿美林證券有限公司
B01919,泰嘉證券資產管理有限公司
B01920,天大証券有限公司
B01921,公平證券有限公司
B01922,太陽證券有限公司
B01923,大贏家證券及期貨有限公司
B01924,利通證券有限公司
B01925,邦盟滙駿證券有限公司
B01926,佳銀證券有限公司
B01927,鴻鵬資本證券有限公司
B01928,進陞證券有限公司
B01929,中國銀河國際證券(香港)有限公司
B01930,安裕證券投資有限公司
B01933,億聲證券有限公司
B01934,弘富投資服務有限公司
B01935,金唐國際證券有限公司
B01936,敏哲証券有限公司
B01937,長江證券經紀(香港)有限公司
B01938,興證國際證券有限公司
B01939,中投證券國際經紀有限公司
B01940,8 SECURITIES LTD
B01941,中原證券有限公司
B01942,國新證券有限公司
B01943,寶生證券及期貨有限公司
B01945,匯誠證券有限公司
B01947,富邦證券(香港)有限公司
B01948,財通國際證券有限公司
B01949,華業證券有限公司
B01950,萬駿證券有限公司
B01951,GENTING SECURITIES LTD
B01952,裕通証券有限公司
B01955,富途證券國際(香港)有限公司
B01957,鼎石證券有限公司
B01958,瑭明金融集團有限公司
B01959,中泰國際證券有限公司
B01960,ANZ SECURITIES (HK) LTD
B01961,野村國際(香港)有限公司
B01962,中信建投(國際)証券有限公司
B01963,國京(香港)證券與期貨有限公司
B01964,鎧盛證券有限公司
B01965,香港天富寶証券有限公司
B01967,瑞東資本市場有限公司
B01968,澳豐証券香港有限公司
B01969,中民證券(香港)有限公司
B01970,躍鯤研發有限公司
B01971,橫華國際証券有限公司
B01972,聚富證券有限公司
B01973,寶鉅證券有限公司
B01974,雅利多證券有限公司
B01975,智華證券有限公司
B01976,中國方達資本管理有限公司
B01977,中財證券有限公司
B01978,方正證券(香港)有限公司
B01979,福億證券有限公司
B01980,山證國際證券有限公司
B01981,青石證券(香港)有限公司
B01982,中州國際證券有限公司
B01983,年興行資產管理(亞洲)有限公司
B01984,富榮證券集團有限公司
B01985,中融國際証券有限公司
B01986,華金證券(國際)有限公司
B01987,駿盛金融有限公司
B01988,樹熊證券有限公司
B01989,盛德證券有限公司
B01990,冠力金融服務有限公司
B01991,匯福證券及期貨有限公司
B01992,中國中期證券有限公司
B01993,高誠證券有限公司
B01994,博恩證券有限公司
B01995,加多利證券有限公司
B01996,CHINA RENAISSANCE SECURITIES (HONG KONG)
B01997,新確證券有限公司
B01998,首控證券有限公司
B01999,長复證券有限公司
B02000,天元金融有限公司
B02001,中國保盛證券有限公司
B02002,晉峰證券有限公司
B02003,東興證券(香港)有限公司
B02004,鼎新證券有限公司
B02005,STI ASSET MANAGEMENT LTD
B02006,中國白銀證券有限公司
B02007,中港通證券有限公司
B02008,尚乘資產管理有限公司
B02009,金裕富證券有限公司
B02011,中陽證券有限公司
B02012,上銀國際有限公司
B02013,北京首通證券香港集團有限公司
B02014,中盈信證券有限公司
B02015,萬盛金融控股有限公司
B02016,格林證券有限公司
B02017,匯生證券有限公司
B02018,基石證券有限公司
B02019,智易東方證券有限公司
B02020,富匯證券有限公司
B02021,金貝塔證券有限公司
B02022,潮商證券有限公司
B02023,東海國際證券(香港)有限公司
B02024,德潤財富管理有限公司
B02025,亞洲創富證券有限公司
B02026,昇悅證券有限公司
B02027,鉅匯金融證券有限公司
B02028,擎天證券有限公司
B02029,磐厚國際證券有限公司
B02030,中富證券有限公司
B02031,金聯證券有限公司
B02032,方德證券有限公司
B02033,浦銀國際融資有限公司
B02034,亞貝隆證券有限公司
B02035,華大證券有限公司
B02036,德健證券有限公司
B02037,易易壹證券有限公司
B02038,暐日証券有限公司
B80005,KOO & CO
B80007,PAUL SECURITIES CO
B80008,SHUN LOONG SECURITIES CO
B80015,ROSA SECURITIES CO
B80016,TAT MING HONG
B80017,CHONG & PARTNERS
B80020,HUNG YIEH CO
B80021,KWONG FAT HONG
B80029,WING SANG & CO
B80039,TAK ON SECURITIES CO
B80044,MING HON SECURITIES
B80045,CHEUNG YAN LUNG STOCK INVESTMENT CO
B80046,Y. C. FUNG & CO
B80048,TAI TAK SECURITIES CO
B80049,HARVESTER STOCK INVESTMENT CO
B80050,MING FUNG SHARES INVESTMENT CO
B80052,FU YIP SECURITIES & INVESTMENT CO
C00001,BANK OF CHINA
C00002,交通銀行信託有限公司
C00003,東亞銀行有限公司
C00004,THE BANK OF TOKYO-MITSUBISHI UFJ LTD
C00005,BARCLAYS BANK PLC
C00006,THE BANK OF BERMUDA LTD
C00007,THE CHASE MANHATTAN BANK
C00008,THE CHINA AND SOUTH SEA BANK LTD
C00009,THE CHINA STATE BANK LTD
C00010,花旗銀行
C00011,大眾銀行(香港)有限公司
C00012,大新銀行有限公司
C00013,DAIWA OVERSEAS FINANCE LTD
C00015,星展銀行(香港)有限公司
C00016,DBS BANK LTD
C00017,DEUTSCHE BANK CAPITAL MARKETS (ASIA) LTD
C00018,恒生銀行有限公司
C00019,香港上海匯豐銀行有限公司
C00020,HUA CHIAO COMMERCIAL BANK LTD
C00024,KINCHENG BANKING CORPORATION
C00025,KWANGTUNG PROVINCIAL BANK
C00026,創興銀行有限公司
C00027,DEXIA TRUST SERVICES HONG KONG LTD
C00028,南洋商業銀行有限公司
C00029,THE NATIONAL COMMERCIAL BANK LTD
C00030,THE NIKKO SECURITIES CO (ASIA) LTD
C00031,OVERSEAS TRUST BANK LTD
C00032,OVERSEAS UNION BANK LTD
C00033,中國銀行(香港)有限公司
C00035,SCHRODERS ASIA LTD
C00036,中國建設銀行(亞洲)股份有限公司
C00037,上海商業銀行有限公司
C00038,SIN HUA BANK LTD
C00039,渣打銀行(香港)有限公司
C00040,中國工商銀行(亞洲)有限公司
C00041,華僑永亨銀行有限公司
C00042,永隆銀行有限公司
C00043,MEVAS BANK LTD
C00045,YIEN YIEH COMMERCIAL BANK LTD
C00047,盤谷銀行
C00048,集友銀行有限公司
C00050,DBS KWONG ON BANK LTD
C00051,PARIBAS
C00052,BELGIAN BANK
C00053,AMERICAN EXPRESS BANK LTD
C00054,BANK OF AMERICA NATIONAL TRUST AND
C00055,KBC BANK N.V.
C00056,THE GOVERNOR AND COMPANY OF THE BANK OF
C00057,UNITED OVERSEAS BANK LTD
C00058,中信銀行(國際)有限公司
C00059,IBJ ASIA LTD
C00060,THE ROYAL BANK OF SCOTLAND N.V.
C00061,FIRST PACIFIC BANK LTD
C00062,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK
C00063,CHEMICAL BANK
C00064,BNP PARIBAS
C00065,HSBC PRIVATE BANK (SUISSE) SA
C00066,BANQUE WORMS
C00067,加拿大豐業銀行
C00068,BANK AUSTRIA AG
C00069,UNITED CHINESE BANK LTD
C00070,華僑銀行有限公司
C00071,ING BANK N.V.
C00072,LTCB ASIA LTD
C00073,YASUDA TRUST ASIA PACIFIC LTD
C00074,德意志銀行
C00075,HSBC BANK USA
C00076,CHEKIANG FIRST BANK LTD
C00077,LLOYDS TSB BANK PLC
C00078,CREDIT COMMERCIAL DE FRANCE
C00080,TRADINGGURU.COM SECURITIES LTD
C00081,BOOM SECURITIES (H.K.) LTD
C00082,SCHRODER INVESTMENT MANAGEMENT
C00083,銀聯信託有限公司
C00085,STANDARD BANK ASIA LTD
C00086,BNP PARIBAS WEALTH MANAGEMENT
C00087,HUNG KAI FINANCE CO LTD
C00088,招商銀行股份有限公司
C00089,香港金融管理局
C00090,KBC BANK N.V.
C00091,BANK OF SINGAPORE LTD
C00092,中國信託商業銀行股份有限公司
C00093,BNP PARIBAS SECURITIES SERVICES
C00094,ING BANK N.V.
C00095,瑞士盈豐銀行股份有限公司
C00096,中國建設銀行股份有限公司
C00097,ABN AMRO BANK N.V.
C00098,BARCLAYS BANK PLC
C00099,台新國際商業銀行股份有限公司
C00100,JPMORGAN CHASE BANK, NATIONAL ASSOCIATION
C00101,東亞銀行(信託)有限公司
C00102,MACQUARIE BANK LTD
C00103,MIZUHO BANK, LTD.
 ,香港中央結算有限公司
P00004,KREDIETBANK N V
P00006,SUN TAI CHEUNG CREDITS LTD
P00009,新聯銀行(香港)有限公司
P00010,南華財務有限公司
P00011,INTERNATIONALE NEDERLANDEN BANK N. V.
P00012,BII FINANCE CO LTD
P00013,周大福珠寶金行有限公司
P00014,海通國際財務有限公司
P00015,匯業信貸有限公司
P00017,CROSBY FINANCE (HK) LTD
P00018,堅固資本控股有限公司
P00019,XPRESS CREDIT LTD